first_name,last_name,state,salary,tenure,credit_score,age,loan_amount,interest_rate,checking_savings,existing_debt
Kassandra,Bayliss,MO,$36779.34,10,624,20,$226813.34,3.4,2239.83,$65761.09
Tabina,Celiz,LA,$55699.36,8,357,50,$19841.19,2.8,957.49,$19198.27
Gwendolin,Bernhard,NC,$37334.38,11,821,53,$399336.50,3.5,-988.35,$7817.50
Kiel,Hars,MN,$34309.18,21,653,85,$415969.05,3.7,2842.66,$49727.28
Kalila,Kleinplac,GA,$48688.47,1,504,37,$412725.28,3.4,3933.5,$18165.98
Aurel,Channon,NY,$29680.79,5,358,34,$264027.56,3.0,3464.86,$73541.62
Elihu,Heine,PA,$40827.98,15,522,51,$3023.68,2.5,8053.54,$28165.27
Baily,Kettlestringe,NY,$36701.60,22,364,47,$479241.07,3.4,2769.53,$42922.84
Giacopo,Broader,MD,$36923.16,10,451,33,$418540.93,3.8,5773.06,$16175.21
Verge,Jamson,TX,$48717.50,29,516,67,$189040.87,3.4,279.87,$72577.18
Vassily,Filintsev,SD,$51037.43,25,612,68,$491410.97,3.1,7774.07,$27012.08
Roshelle,MacKowle,FL,$29982.26,18,751,76,$23742.79,3.4,3202.67,$55023.07
Francesco,Lyttle,WI,$53071.96,10,655,46,$230401.30,3.2,4310.74,$6728.04
Amandi,Buyers,GA,$53959.68,14,389,46,$68937.03,3.1,7195.03,$53255.04
Veronika,Minchi,OK,$31338.95,10,676,36,$173969.00,4.0,-166.75,$31166.03
Chev,Sexty,TX,$54314.56,2,626,78,$276238.46,2.6,5580.41,$32007.21
Blinni,Duffrie,WV,$47491.48,9,495,83,$494552.57,3.0,2549.8,$39537.60
Mervin,Gooddie,LA,$34243.88,14,441,20,$432302.21,3.0,9907.93,$72038.77
Britt,Megson,OH,$54274.62,18,623,53,$312590.02,3.3,6422.01,$16932.16
Kristofor,Bushel,TN,$27495.83,8,530,80,$201882.19,3.6,3720.56,$66907.86
Stefano,Grandin,GA,$58539.24,16,612,62,$309801.01,3.4,7322.99,$23190.24
Flin,Fernandes,LA,$43064.35,1,506,60,$237995.38,3.8,-298.38,$61555.47
Moses,Garret,VA,$52324.77,6,648,50,$406288.00,2.7,7730.2,$55227.42
Isador,Poxon,FL,$46673.60,23,824,79,$355768.74,3.9,4199.74,$45937.09
Emeline,Bromage,TX,$42501.99,6,844,58,$182644.08,3.8,6630.89,$66033.91
Matty,Naire,TX,$28268.33,2,379,46,$315930.84,2.7,8151.36,$40134.75
Joanie,Castaignet,LA,$31529.57,3,595,44,$144071.63,3.7,6547.97,$33306.93
Kally,Basnett,NY,$56328.99,5,641,19,$388645.45,3.7,-221.83,$3670.58
Gerladina,Amoss,VA,$55510.28,8,536,59,$383706.48,3.0,2627.23,$25090.30
Pollyanna,Taylder,WV,$45739.11,18,741,69,$192682.76,3.6,-894.34,$19089.82
Ellwood,Olyonov,IL,$54522.13,30,795,50,$189340.24,3.0,6014.96,$34037.85
Lorain,Jedrzaszkiewicz,NY,$37691.64,4,669,29,$51037.87,3.4,3203.3,$21426.15
Kellen,McAuslan,IL,$31595.07,4,463,32,$111426.47,2.6,8646.07,$14320.83
Charlena,Twinbrow,NY,$36066.47,16,360,70,$280065.35,3.5,2028.51,$39986.35
Spenser,Shevell,NY,$29630.48,10,646,37,$390109.67,3.3,7151.39,$11706.00
Dacia,MacIlraith,CA,$51854.57,22,741,32,$125673.30,3.1,9983.58,$53171.39
Rowney,Scarborough,CA,$57107.42,7,443,42,$478185.18,3.1,7583.93,$35401.08
Robers,Pankethman,OK,$38793.11,2,350,74,$456809.52,3.6,9170.77,$51232.16
Ofelia,Scurman,CA,$36259.84,23,622,54,$38319.55,3.4,6996.49,$21680.41
Purcell,Casperri,NC,$47013.48,25,572,43,$103907.17,3.8,8073.77,$58944.61
Jeffie,Grover,KS,$41866.19,19,821,22,$144297.58,3.5,7221.82,$62414.32
Juliann,Maginn,TX,$48670.70,22,558,77,$250702.02,2.5,5851.18,$31531.74
Woodie,Luparto,MD,$59172.89,16,765,80,$265489.00,3.8,6598.73,$54613.02
Elisa,Chittey,CA,$56689.03,29,591,66,$38537.99,2.8,7488.57,$2966.68
Marita,Witheford,OH,$33512.65,18,522,18,$332662.67,3.3,7969.89,$74981.42
Beatriz,Peare,VA,$34939.90,14,573,59,$475314.26,3.6,1638.06,$23864.87
Vonnie,Ianiello,TN,$42136.07,18,714,49,$329257.36,3.7,5199.98,$70867.73
Costa,Wymer,NY,$58346.24,27,496,34,$171232.19,4.0,2910.13,$63423.68
Vale,Lomond,VA,$47476.65,17,525,65,$145000.46,3.7,-724.53,$6721.89
Renault,Gonnel,NC,$59164.36,3,821,69,$26254.51,2.7,6057.1,$67491.90
Berkley,Cluderay,CA,$42019.26,23,848,18,$353407.37,3.9,5847.96,$50116.43
Reilly,Dreghorn,TX,$53308.99,25,404,83,$126002.09,3.7,4668.59,$7185.11
Gena,Vigne,NY,$53631.26,15,511,47,$43151.24,2.9,-844.36,$10739.01
Allyn,Hamnett,OH,$50793.92,23,756,18,$114452.27,3.1,4615.02,$6304.13
Ange,Croucher,NY,$56904.22,28,670,33,$443409.22,3.0,8145.48,$26411.05
Rennie,Treacy,NC,$42625.74,13,420,26,$44222.80,3.6,5384.47,$71718.92
Margaretta,Vaughten,KS,$33662.18,20,499,32,$346681.92,3.5,3454.74,$64601.49
Nathanael,Clingan,NC,$47363.88,28,741,39,$143797.35,3.5,9769.59,$11153.95
Boone,Matusovsky,OK,$33472.21,18,383,59,$442526.73,3.3,6361.29,$65414.88
Fernande,Loveredge,VA,$56194.59,6,597,70,$423321.50,2.7,2350.84,$11540.77
Delia,Ferenczi,PA,$58603.16,17,691,42,$78947.63,3.4,4496.55,$7786.57
Giustina,Andor,UT,$59141.59,14,651,39,$25164.96,2.9,302.94,$27531.91
Wiatt,Di Pietro,OR,$30377.58,6,514,70,$322860.11,2.9,-610.11,$65817.68
Meryl,Streeter,FL,$59814.86,30,624,36,$255656.47,3.6,6471.11,$67571.02
Tamarah,Sargeaunt,OK,$54200.57,10,841,36,$44134.02,2.8,11.63,$42278.15
Erda,Shakspeare,FL,$48527.40,20,630,44,$284008.28,3.5,5242.5,$12113.24
Smitty,Robison,GA,$57338.13,15,355,37,$494896.02,3.5,-747.28,$43684.79
Wells,Fasler,ND,$32718.50,13,503,37,$455186.98,3.3,5264.31,$68330.01
Calla,Myring,WI,$26972.63,29,705,70,$409203.26,2.6,5517.18,$27818.08
Halsy,Whitehorne,TX,$40239.91,7,650,79,$437091.12,3.2,2216.07,$55094.25
Nancee,Meharry,MD,$35279.37,1,492,42,$230355.79,3.4,7941.09,$36960.63
Adrea,Etridge,TX,$46677.86,2,698,53,$67356.48,3.5,-860.18,$50770.36
Bryana,Simmig,CA,$40592.94,6,709,30,$65690.46,3.8,737.21,$34925.37
Tobye,Sams,TX,$58702.15,20,702,30,$97039.36,2.9,1563.17,$19735.00
Karrah,Deschlein,FL,$56430.66,23,643,28,$473783.58,2.7,-430.99,$37851.29
Neil,Avory,TX,$54949.32,7,771,71,$226665.63,2.6,4190.03,$14952.34
Teddy,Marty,SC,$29800.75,17,401,56,$334848.12,2.9,2785.52,$24158.52
Emmie,Gelletly,NY,$55954.43,5,362,22,$6719.21,3.5,7929.32,$28972.61
Hildagard,Greir,TX,$38614.69,21,500,33,$105058.62,3.7,7236.23,$63970.91
Keri,Ballinghall,NY,$48302.38,10,618,50,$140929.75,3.8,7778.0,$1866.93
Darci,Eede,TN,$54084.66,22,646,28,$104968.45,3.8,1135.79,$58324.31
Conrado,Carlens,OH,$45068.30,26,730,36,$22179.41,2.5,745.45,$42841.48
Zacharia,Blakeney,CA,$48451.59,30,422,76,$403427.18,3.6,9033.47,$72290.11
Burt,Toothill,WA,$57532.68,6,772,38,$290340.66,2.6,208.65,$63858.82
Alaine,Morrissey,NY,$36398.45,10,787,80,$365065.15,3.4,7767.05,$43519.29
Tobe,Tellenbrok,NY,$36793.40,15,423,18,$145572.33,3.4,9193.0,$67316.11
Sadie,Kirley,OR,$46851.92,24,367,36,$39364.07,3.0,-129.12,$62537.53
Coleman,Prescote,AL,$47034.13,17,510,60,$379922.96,3.8,6921.88,$58013.24
Marlee,Jickles,PA,$47291.37,10,473,64,$345801.13,3.6,6592.52,$9862.54
Hilde,de Clerc,TX,$49153.86,27,780,29,$104400.57,3.3,6169.14,$62241.20
Constance,Piggin,NY,$47744.26,11,409,72,$62799.21,3.7,1717.01,$28608.72
Bertina,Ferronel,FL,$53515.39,7,745,64,$152451.70,3.7,1580.22,$21756.29
Marley,Turl,NC,$38283.63,7,447,47,$94519.69,3.6,1073.7,$31231.39
Shelba,Rogez,NY,$41577.95,22,438,44,$88744.81,2.7,7082.69,$7716.25
Whitney,Gurnett,OH,$38307.58,22,545,53,$134998.48,3.2,1402.81,$60568.07
Alikee,Kings,TX,$28186.81,2,690,79,$117870.65,3.6,3784.03,$33937.53
Patrick,Atley,KY,$30766.41,8,815,27,$23068.84,2.6,8552.26,$17607.71
Ranice,Isenor,TX,$27159.10,20,431,62,$70614.99,3.3,2004.63,$4137.67
Fallon,Le Gallo,TX,$42906.83,24,717,36,$27667.65,4.0,6919.11,$14665.72
Brnaba,Keech,NE,$31425.72,3,569,72,$232289.62,3.5,4327.87,$33640.39
Dallas,Senyard,TX,$27349.95,13,512,52,$250686.67,3.5,8570.64,$64376.33
Phyllys,Adolphine,GA,$45986.70,8,460,73,$209253.93,4.0,8876.49,$24488.04
Karylin,Salmon,TN,$49413.49,1,411,58,$46324.73,2.5,9480.36,$50769.64
Dena,Klauer,NY,$28073.99,1,494,22,$422669.71,3.0,8379.77,$36902.21
Wakefield,Coldrick,MO,$45189.87,28,592,51,$145812.34,3.6,1916.07,$49439.59
Coreen,Hindsberg,LA,$51162.74,19,841,52,$181724.04,2.8,6728.25,$68945.49
Vivien,Coode,WI,$55784.93,17,487,46,$444364.82,4.0,2340.89,$14835.09
Cassie,Tupp,CA,$35167.58,6,789,38,$42690.70,3.1,4874.21,$55010.25
Caria,Jesson,CA,$41728.44,22,421,64,$389411.20,3.3,1340.94,$9187.95
Leilah,Blastock,AZ,$33387.76,11,552,59,$487318.69,3.9,5507.85,$9010.15
Ezmeralda,Broadway,NC,$58564.59,9,439,44,$101888.88,3.6,6853.85,$67657.37
Clemens,Wicher,MD,$48330.42,5,523,39,$472134.62,2.9,6263.37,$2083.27
Zacherie,Weir,DC,$38954.12,28,675,21,$99161.09,3.2,6945.68,$14199.22
Filide,Bande,OH,$47267.61,19,465,39,$57882.78,2.8,9447.58,$297.49
Kerstin,Kellart,UT,$29745.47,17,562,76,$414339.74,3.5,4560.36,$36950.12
Freddy,Tommei,WA,$35718.91,29,770,73,$128784.39,3.7,2450.01,$9230.42
Bram,Danzey,CA,$50887.80,24,767,34,$123185.01,2.8,6652.0,$44330.41
Ainslee,Orridge,AR,$32892.80,22,683,61,$420366.43,3.4,2493.81,$4231.69
Gino,Gaymer,PA,$44679.44,29,445,48,$273078.16,3.3,8672.8,$35776.39
Anjela,Francesconi,WV,$47993.74,19,767,45,$193574.53,3.6,3192.98,$27251.12
Liesa,Salling,MN,$50255.85,12,764,21,$38570.11,2.5,3129.53,$45208.14
Elset,Redshaw,NE,$53181.54,18,819,34,$174629.89,3.9,2717.82,$1944.73
Lilah,Saggs,FL,$30327.12,20,363,68,$365067.66,3.9,3919.46,$18176.57
Angeli,Rawsthorn,TX,$29086.94,23,745,55,$205772.60,3.5,9387.26,$7045.02
Spike,Shower,ME,$54541.23,3,604,32,$356219.91,3.8,8659.14,$31776.63
Danny,Yurin,FL,$26773.78,23,361,34,$36881.29,3.0,3175.0,$43916.31
Ernestus,Fishley,DC,$48813.31,14,710,22,$421756.49,3.9,-785.3,$56686.67
Brandyn,Aingell,ID,$44654.76,2,370,30,$9797.11,3.8,9308.12,$21871.90
Roseanna,Beet,CA,$36831.86,10,545,83,$64390.34,3.6,2379.65,$62408.27
Georgie,Leary,PA,$50107.40,19,406,23,$29962.47,2.5,4858.75,$43781.14
Jammie,Tuckwood,WA,$49389.10,11,807,68,$343728.45,2.6,7031.33,$72028.28
Whit,Jonathon,TX,$47544.29,15,623,77,$211750.13,3.1,8499.25,$25995.70
Lenee,Bertot,SC,$54099.06,28,621,37,$483745.83,3.1,4039.57,$2972.21
Roland,Fildes,NC,$39965.43,25,595,23,$444104.21,2.9,5868.49,$53869.90
Charmian,Scarfe,LA,$26659.65,14,392,63,$397527.51,3.4,1009.59,$46622.48
Jo-ann,Lodwick,PA,$45187.76,15,835,65,$53179.91,3.1,7790.31,$3873.05
Timoteo,Gibbett,FL,$35107.31,29,560,68,$144746.06,2.7,7619.71,$35252.80
Tadio,Skentelbery,FL,$39737.57,1,828,42,$287693.41,2.6,5171.91,$12155.57
Neils,Rubinov,CA,$37047.38,8,696,51,$346879.28,2.5,2392.74,$29066.63
Woodrow,Jarrell,UT,$40247.53,18,427,49,$126114.35,2.9,2410.85,$62190.61
Vincent,Mebs,OH,$29105.99,14,775,29,$241253.09,3.5,1991.12,$567.36
Ferdie,Ayscough,KY,$55107.38,16,386,34,$60338.80,3.7,2931.85,$20135.34
Bryna,Hawkeridge,AK,$31878.09,23,569,70,$467851.42,3.5,6143.59,$60924.21
Marcelo,Weatherdon,TX,$45973.19,17,696,43,$442162.52,3.7,-420.29,$21742.16
Mylo,Tyhurst,NE,$51371.11,23,496,84,$147769.35,3.7,6510.45,$33200.04
Dew,MacIlhargy,OH,$48907.72,29,387,84,$350332.10,2.7,7001.14,$51422.12
Debi,Gude,FL,$40732.84,27,731,70,$387387.00,3.8,865.48,$16774.01
Dorothee,Tredinnick,TX,$34310.39,24,785,39,$81586.95,3.0,3569.0,$8432.16
Hansiain,Lunck,TX,$53167.27,5,380,60,$471644.30,3.3,5148.31,$7698.88
Ulla,Bodimeade,OR,$27380.37,3,707,45,$414259.32,3.1,6800.19,$29371.14
Krystle,Calderonello,DE,$42158.76,6,760,81,$274861.41,3.7,3229.88,$58264.45
Maitilde,Ram,TX,$57082.53,25,573,26,$46699.16,3.4,7705.48,$20735.98
Talbot,Bulbeck,AR,$34325.07,18,487,69,$201652.72,3.1,3624.98,$56390.32
Evvie,Rodge,NE,$47799.58,19,598,62,$284930.80,3.9,6987.11,$4639.06
Niki,Slatter,NY,$28508.40,10,617,55,$387842.65,3.1,9061.03,$43054.54
Ashlee,Romero,WA,$32665.58,3,804,77,$142972.53,3.7,8015.46,$48651.64
Myrlene,Robus,AZ,$31038.30,13,456,42,$158326.91,2.7,3715.9,$64891.48
Murial,Roberto,TX,$36684.74,16,837,43,$264356.11,3.4,9997.16,$58889.42
Caralie,Withinshaw,IL,$27588.17,1,740,40,$313646.36,3.8,9110.42,$54831.56
Read,Bamb,PA,$44583.51,20,812,43,$281285.01,3.1,8349.45,$9370.42
Stirling,Manifield,NC,$29065.85,6,766,67,$229272.41,3.8,4659.47,$32712.27
Hollis,Sale,OK,$42859.26,22,595,37,$223229.95,3.8,4981.42,$31284.02
Juan,Hewes,NJ,$38488.45,30,667,29,$425360.08,3.4,7636.14,$48322.49
Harmony,Vitler,CT,$54840.63,17,626,31,$167871.92,3.9,119.46,$50437.52
Peta,Blenkensop,TX,$54591.51,12,569,53,$314589.78,3.7,6193.59,$5974.51
Angelica,Guyver,NY,$58060.22,15,730,71,$446391.66,2.6,2487.19,$70557.66
Casie,Pyrke,IN,$36871.28,22,686,41,$92935.37,3.3,561.17,$8560.46
Laurens,Itzkovich,UT,$46775.82,13,850,58,$304385.67,3.4,-201.53,$1938.09
Reamonn,Jackett,WV,$54498.61,19,508,18,$362905.13,3.6,3038.08,$70372.60
Paulo,Hubbard,CA,$47065.14,21,379,35,$403654.39,3.2,1448.82,$60476.60
Ibby,Halligan,MO,$36855.30,11,744,49,$369824.43,3.7,84.41,$17038.97
Mathias,Klassmann,CA,$40054.98,28,785,22,$19919.74,3.7,4354.87,$22043.94
Nataline,Naire,FL,$48505.25,11,361,65,$350820.15,3.5,6716.48,$42610.64
Germaine,Mulqueeny,TX,$35334.30,3,363,43,$394346.40,3.7,4290.5,$15791.48
Ellerey,Heymann,FL,$50996.11,12,696,29,$227210.37,3.6,7982.46,$56863.84
Fifi,Brugman,NY,$55982.41,15,714,50,$115425.19,3.9,2034.04,$54350.61
Christina,Kidman,CO,$27907.83,1,383,38,$499445.08,3.4,2386.44,$4662.15
Mallory,Martinets,LA,$42266.44,16,668,35,$142497.91,2.8,7080.21,$36225.94
Gray,Minillo,DC,$47456.34,23,719,73,$294137.44,3.9,1934.29,$12519.70
Moritz,Nimmo,TX,$50870.68,7,560,73,$99118.29,3.7,-19.79,$47611.68
Prue,Heart,MI,$54547.47,3,453,65,$208873.55,2.8,4943.41,$67898.15
Nathalia,Rothschild,CA,$42572.13,25,754,60,$235964.43,2.6,9618.67,$1537.95
Faun,Spanton,CO,$53896.09,21,588,26,$161100.64,3.2,7642.18,$32183.21
Lorenzo,Boddymead,CA,$50934.34,20,818,80,$359418.98,3.3,-995.2,$72447.23
Morty,Boosey,IL,$59908.41,30,430,79,$409975.38,3.8,9340.56,$63604.49
Gerty,Botcherby,WV,$49960.15,26,742,45,$459377.40,2.9,5089.01,$25979.34
Gretal,McClinton,TN,$44285.50,9,455,23,$313967.82,3.0,1240.52,$41720.80
Bobby,Cardoe,DC,$26906.98,6,352,58,$225933.36,3.9,9093.62,$39911.65
Tomaso,Spilling,NC,$42022.68,9,710,53,$400923.23,3.9,957.56,$65215.68
Susanna,Timpany,WA,$43560.75,6,684,85,$39351.14,2.9,2989.95,$53392.54
Niel,Rogerson,VA,$36396.52,22,514,33,$222548.32,3.7,6514.22,$28906.09
Hyacinthie,Downton,GA,$34281.35,28,434,40,$402008.55,3.2,7460.23,$27550.26
Ephraim,Louthe,KY,$30710.30,28,617,73,$115237.61,2.9,3069.35,$49535.18
Chancey,Kampshell,FL,$46754.55,18,665,44,$110695.54,3.0,3792.79,$66289.44
Benson,Passmore,IN,$53067.66,26,840,35,$297297.85,3.9,6213.96,$37173.47
Giff,Kirrage,FL,$42531.57,24,490,77,$232076.37,3.3,8269.41,$43488.02
Tabbi,Borgne,NV,$30308.20,5,794,44,$354974.03,4.0,7894.69,$65693.26
Elenore,Nono,TX,$42967.19,29,492,28,$479562.94,3.1,2689.24,$69071.62
Nicholas,Knight,MT,$56656.15,17,625,85,$2033.26,3.6,7385.0,$72378.44
Igor,Dabner,OH,$39576.97,17,592,43,$130686.77,2.7,1290.09,$24121.31
Francois,Binney,AL,$43559.48,14,592,48,$84322.58,2.9,-404.37,$41369.90
Magdalen,Macro,DC,$56741.01,30,652,68,$335237.10,2.6,3792.38,$42439.36
Xymenes,Danihel,PA,$27020.57,22,409,70,$189223.09,3.5,8736.33,$1373.17
Murielle,Plackstone,NY,$55612.09,3,638,76,$354252.14,3.5,-181.2,$49264.63
Christel,Frankowski,NY,$49015.22,8,653,23,$328904.29,3.9,-230.21,$60647.22
Gar,Boyington,TX,$34198.77,3,425,63,$151182.27,2.7,9512.28,$59041.31
Latrina,Chung,UT,$38695.11,26,655,77,$311238.97,2.5,758.72,$72197.00
Merissa,Sussans,FL,$48225.53,13,576,35,$293619.46,3.3,5294.16,$71132.57
Hana,Loram,MI,$41314.87,12,578,52,$394661.97,2.5,-501.25,$22022.70
Roxie,Ruddell,MI,$57965.58,14,442,64,$97709.83,3.6,8732.45,$49898.92
Ruthie,Bakeup,PA,$50282.94,4,804,73,$395624.47,3.4,8337.49,$50483.28
Alistair,Castellaccio,MD,$43801.34,10,586,25,$347367.44,3.6,7724.35,$33415.30
Claudette,Basnall,VA,$49374.65,29,749,19,$451622.79,3.5,3224.82,$48330.54
Matteo,Godthaab,OK,$29356.92,26,596,18,$13464.67,3.0,6183.8,$18376.68
Bertie,Wichard,NJ,$43462.21,20,378,62,$225840.74,3.0,1545.49,$67520.75
Cordie,Cockren,GA,$38988.56,10,583,64,$401500.48,2.9,774.69,$19842.08
Elmore,Drewery,OH,$39816.21,1,520,53,$36078.55,3.0,5012.83,$29290.08
Mychal,Mathon,NY,$40351.38,29,499,37,$105418.33,3.7,9326.51,$58434.65
Guinna,Genever,ND,$31822.89,28,477,31,$225286.02,3.3,3796.34,$58132.03
Georgetta,Hanne,NV,$48435.56,22,494,64,$262020.84,3.7,5451.75,$27169.64
Cazzie,Pfeffer,TX,$35611.03,15,547,80,$193824.43,3.4,6581.45,$35564.94
Jabez,Grimsdell,WA,$50862.69,20,362,66,$315091.99,3.7,4928.67,$27246.40
Yetta,Klejin,FL,$35021.68,30,777,19,$53569.20,3.2,7062.75,$57099.09
Gert,Stanney,NY,$55352.81,9,779,65,$296733.14,2.6,6220.14,$47600.34
Clarie,Crecy,FL,$29737.61,24,771,52,$131261.97,3.7,3692.16,$47187.59
Dian,Westwood,TX,$46432.09,15,590,61,$273540.61,2.9,-336.89,$11168.98
Archie,Fetherstone,CO,$43113.50,17,573,84,$377644.97,2.6,8346.91,$13000.56
Leela,Bulter,MN,$57480.25,30,832,77,$183350.75,3.1,654.06,$8576.36
Ernesto,Aldins,WV,$55611.33,18,437,65,$392416.18,3.0,8472.67,$18476.76
Diannne,Blencowe,OH,$52273.53,10,801,62,$469428.13,3.6,3943.57,$32114.48
Randolf,Millgate,FL,$56607.12,2,388,25,$360358.37,3.8,6561.45,$63160.47
Art,Funcheon,FL,$48977.33,1,758,76,$155785.01,3.7,7726.81,$36998.40
Alley,Welbourn,MI,$42326.15,18,765,26,$297393.76,3.0,4910.98,$30057.37
Conroy,Wisbey,CA,$36068.30,9,372,24,$374165.18,2.8,2527.36,$10279.85
Geoff,Neylan,DC,$43782.44,19,620,25,$267502.42,3.9,9475.13,$45602.60
Hugues,Brockman,FL,$31533.59,11,390,73,$274014.99,3.7,451.12,$35472.11
Rica,Speller,VA,$32447.20,30,453,58,$303128.66,3.0,1189.4,$39999.90
Valle,Schust,TX,$33374.92,29,403,52,$397342.20,3.6,98.45,$70385.37
Annecorinne,Yablsley,FL,$54822.24,11,435,80,$462991.90,3.0,2632.29,$730.88
Bunnie,Bladon,NY,$29145.36,11,513,41,$468937.65,2.9,3489.72,$58659.15
Zoe,Wiltshire,CA,$56808.28,19,789,27,$371281.62,3.5,5687.34,$81.51
Stearne,Riseley,CA,$42394.88,4,670,42,$135356.57,3.2,4714.23,$38905.53
Falito,Applegate,CA,$40045.74,21,493,76,$21427.00,3.9,7750.9,$69864.11
Denna,Averill,KY,$28733.07,26,632,48,$251013.40,3.9,622.29,$48491.54
Gannon,Branston,NY,$38612.55,30,596,68,$150695.24,3.9,795.97,$62068.39
Xerxes,Downer,TX,$52360.63,2,372,47,$141151.45,4.0,1846.26,$47667.32
Anatollo,Pryer,TX,$55369.93,2,419,40,$280055.43,3.7,7958.54,$18539.50
Percy,Jennrich,NV,$45220.53,29,451,82,$499752.05,3.8,8141.08,$23880.53
Kathrine,Lettice,MD,$41232.56,20,380,55,$124920.80,3.5,2791.24,$50083.13
Mord,Common,VA,$43374.17,23,408,77,$437736.05,2.6,4095.86,$59566.12
Mason,McCabe,TX,$48053.63,20,461,28,$248969.56,3.7,7956.71,$70400.85
Bastien,Chiommienti,CA,$51848.59,10,495,59,$467377.61,2.7,2699.85,$39842.89
Linoel,Kemet,LA,$27809.12,28,501,34,$330033.41,3.0,5002.85,$43396.57
Conrado,MacAndrew,NY,$59567.26,28,652,64,$65062.94,3.5,2763.46,$7627.31
Thurstan,Golde,CA,$45426.14,1,443,44,$250664.54,3.0,4865.98,$41038.21
Richart,Faraday,DC,$33453.76,25,675,44,$242316.42,3.4,5737.08,$4830.26
Issi,Gallety,IN,$27593.18,18,557,72,$352004.96,2.6,5768.28,$70850.29
Saidee,Colnett,OR,$54261.76,5,720,62,$264043.61,3.3,1577.4,$53985.09
Terese,Sanzio,AZ,$44339.81,9,726,65,$82241.50,3.0,6631.22,$54921.55
Gale,Rosettini,PA,$49105.23,29,657,25,$443716.03,2.6,8345.04,$14135.39
Sherline,Spelwood,TX,$52321.68,22,622,62,$302832.33,3.6,2615.42,$17019.08
Rowan,Furphy,MA,$51551.17,6,760,64,$257700.30,3.7,1846.34,$1831.13
Lexi,Hatherley,FL,$36422.66,28,350,19,$89987.21,3.0,8385.95,$44591.50
Karylin,Huffy,TX,$29241.59,7,749,57,$368660.65,2.6,4598.68,$63200.49
Stephenie,Jinda,AR,$41429.38,23,506,68,$166434.27,2.8,7736.24,$72410.96
Ettore,Crowdace,CA,$43000.96,6,756,28,$479151.34,2.8,3704.28,$31111.94
Wyatan,Kilbourne,MN,$28147.58,29,607,54,$414081.91,3.4,223.65,$71127.27
Cori,Barkworth,UT,$27488.21,6,673,55,$142892.14,3.1,5956.36,$12858.08
Beatrix,Jurasz,AZ,$57071.41,3,525,75,$216777.60,3.0,1899.0,$70052.71
Larry,Brunelli,CA,$47103.12,26,565,78,$330443.45,2.8,9924.6,$32763.75
Illa,Prior,GA,$29318.07,16,760,50,$107525.84,3.3,4177.31,$6484.58
Aleda,Brito,AK,$30526.49,9,697,57,$393434.06,2.8,1253.33,$22464.87
Mollee,Pollastrino,MN,$45879.22,16,749,40,$350583.35,3.1,7509.7,$2197.83
Rasla,Hunnisett,TX,$41444.37,16,761,44,$196511.13,2.6,6013.37,$39620.69
Alic,Glendinning,NV,$47383.13,25,827,42,$381433.55,2.9,-794.87,$64447.40
Ami,Pering,TN,$32507.47,26,705,52,$262956.50,2.5,3647.69,$2854.89
Far,Kauschke,CO,$43752.64,29,518,84,$323142.33,2.5,3670.02,$26182.75
Carlie,Blockley,CT,$41860.49,22,703,37,$375214.88,3.7,8968.82,$27395.73
Laryssa,Roxburch,PA,$38407.86,17,756,36,$390997.04,3.9,4639.45,$50358.70
Sammy,Crowden,GA,$32048.65,18,475,60,$106700.70,2.9,1628.12,$35954.18
Darn,Coton,CA,$57341.20,21,434,40,$1710.91,3.9,2625.12,$32680.92
Alexio,Skehan,AZ,$32144.30,4,416,24,$17064.69,3.5,7926.45,$30596.97
Jeromy,Satterlee,GA,$43836.47,8,512,31,$120299.09,3.1,4322.31,$42257.48
Briny,Jendrys,GA,$56935.56,10,490,59,$57516.70,3.4,4090.65,$15648.79
Nick,Lamond,CA,$59997.83,14,393,76,$283368.98,3.6,5879.38,$5942.60
Katrinka,Arnaudon,OH,$48342.77,5,587,82,$159341.72,2.7,-31.76,$55375.48
Renato,Fitch,CA,$57166.42,17,509,31,$225960.48,3.6,9640.94,$72189.95
Katy,Finlry,PA,$37033.78,11,719,51,$454835.40,3.4,7648.52,$16891.10
Peri,Fotitt,TX,$56359.20,15,827,79,$137219.15,3.0,6298.67,$42108.49
Lawry,Harroll,CA,$44791.36,14,386,34,$347139.44,3.0,4943.11,$7983.04
Grover,Rosenblad,CA,$45598.23,2,481,59,$185334.95,3.1,2326.6,$19578.99
Kerrill,Sappell,NH,$50729.94,16,399,70,$128373.29,3.0,542.34,$4277.74
Jacquie,Dachey,NY,$29155.15,6,644,79,$39940.33,3.6,6948.27,$64037.06
Saidee,Masedon,NM,$35687.41,4,685,42,$225127.23,3.2,923.83,$56500.48
Maddy,Iacobini,FL,$57783.79,15,703,24,$53973.45,2.5,8267.3,$6796.20
Miof mela,Burnham,OH,$35990.62,17,700,45,$446135.17,3.5,5149.27,$52130.56
Nappy,Lampert,PA,$30533.40,8,503,66,$144830.84,2.6,8843.72,$17021.88
Giorgia,McLucky,LA,$50204.14,27,697,22,$296115.72,3.2,801.79,$31308.69
Alyce,Addicote,LA,$48600.19,13,736,70,$29937.98,3.7,-426.55,$43830.18
Cthrine,Trudgeon,NY,$53097.97,11,607,85,$112818.25,4.0,5018.84,$53440.60
Juieta,Verma,OK,$39089.83,13,753,44,$173601.42,3.5,8675.01,$46211.96
