first_name,last_name,state,Job_Title,Salary,Tenure,Credit_Score,Age,Sex,Loan_Amount,Interest_APR,Co_Borrower
Amii,Brackley,DC,Marketing Manager,162575,14,587,63,1,182105,3.43,false
Pate,Tunder,NY,Civil Engineer,276528,2,797,79,1,372328,3.59,true
Laurens,Baty,NY,VP Quality Control,212111,14,704,72,1,211140,3.06,false
Chantal,Ammer,NV,Analyst Programmer,385010,8,592,95,1,77219,3.86,false
Camila,Freire,GA,VP Quality Control,286413,13,490,64,1,77567,3.44,true
Marcello,Vedeneev,CA,Chief Design Engineer,76188,4,830,89,1,302429,3.31,true
Marina,Spybey,CA,General Manager,549716,20,405,22,2,494559,3.92,false
Marna,Hebbron,OH,Sales Associate,575893,25,428,85,2,333236,2.69,false
Lenora,Grigolli,TX,Help Desk Operator,435285,9,571,83,2,262044,3.6,false
Rhianna,Izon,OK,Senior Cost Accountant,40197,25,300,62,2,446507,2.67,false
Karel,Cicullo,CA,Research Associate,461577,21,304,47,2,126309,3.62,true
Jolee,Bredes,IL,Software Test Engineer III,487946,21,446,93,1,54007,3.09,false
Madeline,Shaefer,NC,Financial Advisor,161177,4,781,71,1,356451,3.88,true
Melinde,Coche,VA,Assistant Media Planner,255719,14,656,19,1,95853,3.76,false
Jacenta,Jendrassik,DC,Administrative Officer,115864,24,547,27,1,491202,3.7,false
Erastus,Hurne,TX,Editor,124043,9,589,86,1,204236,2.97,false
Sterling,Penniell,TX,General Manager,119633,1,370,96,2,412260,3.59,true
Currie,Birtchnell,CA,Assistant Professor,566698,25,491,96,2,244284,3.54,true
Haleigh,Sighard,MD,Assistant Professor,113341,16,737,26,2,431556,3.2,false
Marabel,Edes,WA,Help Desk Technician,520241,3,592,26,2,370727,3.45,false
Layney,Tregenza,CA,Assistant Professor,240791,4,750,28,2,494179,4.0,false
Cathryn,Purtell,IN,Desktop Support Technician,126934,10,827,53,2,160749,3.36,true
Diana,Cadge,UT,Office Assistant III,245886,8,558,51,2,50905,3.69,false
Lucie,Constantine,GA,Senior Quality Engineer,346749,2,581,55,2,380476,3.09,false
Joelly,Pesterfield,NV,Accounting Assistant I,332302,2,479,78,2,51002,3.21,false
Iris,Johnys,NY,Recruiter,506659,18,359,100,2,358374,3.03,false
Melinda,Perazzo,CA,Payment Adjustment Coordinator,187492,6,433,93,1,107767,3.57,false
Cristal,Desorts,TX,Web Designer III,413459,17,324,99,1,474146,3.9,false
Emlynn,Renzo,OK,VP Quality Control,551410,11,759,51,1,92707,2.84,true
Che,Muneely,CA,Automation Specialist IV,326040,25,445,33,2,299416,2.69,true
Fayina,Farquarson,MD,Staff Accountant I,477061,21,306,52,1,152464,3.46,true
Lazar,Gaddes,VA,Analyst Programmer,498993,2,412,20,2,326882,3.78,false
Robena,Dettmar,CA,Structural Analysis Engineer,540120,14,678,53,2,206487,2.72,false
Barbra,Ben,TX,Associate Professor,443357,25,658,100,1,478986,3.88,true
Munroe,Werendell,SD,Database Administrator III,523472,6,641,73,1,365861,3.02,false
Rosalinde,Albiston,TX,Assistant Media Planner,108939,3,708,34,2,396875,3.79,true
Vivien,Reynard,IN,Registered Nurse,456300,22,647,54,1,477474,3.17,false
Nealy,Prandini,KY,Web Developer III,305887,15,806,46,1,191768,2.5,true
Stanford,Grahlman,VA,Tax Accountant,129010,22,537,68,2,475201,3.35,true
Karlik,Whittlesey,NY,Software Test Engineer III,288677,8,472,78,2,143645,3.7,false
Hervey,Babbage,NY,Community Outreach Specialist,536410,12,578,67,2,375528,2.64,false
Quinn,Maryin,TX,Marketing Assistant,427697,5,480,23,1,91596,3.43,false
Dorotea,Gillitt,FL,Help Desk Operator,41058,10,558,45,1,293393,3.64,true
Susy,Woolaston,WV,Design Engineer,27748,5,488,94,2,244892,3.28,true
Ryun,Brassill,TX,Financial Analyst,26434,17,719,81,1,454965,3.25,true
Concordia,Treslove,MA,Dental Hygienist,89616,2,630,64,2,212130,3.06,false
Morten,Fellona,CA,Project Manager,329937,21,556,87,2,219065,3.31,false
Gabbey,Curling,OR,Director of Sales,541725,18,672,41,2,253803,3.13,false
Cale,Tulloch,PA,Nurse Practicioner,463807,6,812,100,2,326130,3.64,false
Levy,Tabor,MI,Compensation Analyst,157385,7,754,35,1,218175,3.67,false
Kassia,Ancketill,DC,Software Consultant,174056,2,316,43,2,485899,3.49,false
Wilek,Cattermole,SC,Account Coordinator,271984,11,740,67,1,340233,3.46,true
Nikoletta,MacGiany,OH,Software Consultant,150795,10,450,25,2,118300,3.89,false
Gayler,Thombleson,CA,Statistician III,323375,1,652,52,2,177982,3.76,false
Nathanial,Skewes,NY,Chief Design Engineer,425094,1,750,46,2,315552,3.09,false
Adam,Klewi,GA,Analog Circuit Design manager,342860,17,798,60,1,276497,2.7,true
Rockey,Lehmann,FL,Graphic Designer,390708,12,750,76,1,259347,3.54,false
Alvina,Turney,KS,General Manager,284256,2,684,99,2,431430,3.54,false
Ramon,Fitch,FL,Senior Developer,166427,14,424,72,1,344145,2.92,true
Othilie,Kropach,NY,VP Sales,318656,8,504,42,2,417269,3.67,true
Raimondo,Stockow,TX,Computer Systems Analyst III,177777,17,527,50,1,247363,3.0,true
Hartley,Dosdale,CA,Senior Quality Engineer,127507,10,450,53,2,124150,3.48,true
Fernande,Whicher,MO,Human Resources Manager,594851,25,646,37,2,217496,2.53,true
Arthur,Fosdyke,IA,Quality Engineer,565677,20,650,85,1,419764,3.27,true
Ewell,Linnett,TX,Occupational Therapist,414563,17,601,20,2,124611,3.38,true
Kristin,Quantrell,NY,Physical Therapy Assistant,103563,2,369,23,2,83739,3.94,true
Ronica,Southerden,AZ,Librarian,394261,17,643,75,2,111919,3.31,false
Lizzy,Tustin,NC,VP Marketing,494649,15,409,32,2,110189,2.65,false
Lannie,Brewster,TX,Account Executive,135478,9,710,84,1,268476,3.13,false
Karrah,Athey,CA,Environmental Tech,302265,6,337,94,2,153593,2.6,true
Maynard,Nicholes,FL,Biostatistician III,213607,10,813,45,2,55795,3.56,false
Dosi,Eary,CA,Dental Hygienist,126929,5,541,99,2,491666,3.83,false
Cordie,Mountcastle,TX,Occupational Therapist,375600,17,686,94,2,108728,2.58,true
Elsinore,Semper,NC,Senior Financial Analyst,475756,21,321,43,2,399567,3.61,true
Gerti,Kosiada,IN,Database Administrator II,486798,5,590,47,1,279689,3.65,true
Sinclair,Arkwright,MN,Programmer III,315538,23,716,36,2,429128,3.24,false
Peyton,Gibke,NY,Accountant IV,344397,2,675,93,1,476824,3.78,true
Rania,Buret,GA,Product Engineer,513244,5,390,22,1,212048,3.11,false
Sallyann,Brodeau,MN,Tax Accountant,102074,5,848,85,2,309559,3.16,false
Gabriel,Thackray,MI,Geologist II,351064,10,675,18,1,482768,3.69,true
Maximilien,Spalls,CT,Environmental Specialist,142728,21,628,46,1,214258,3.5,false
Cammy,Julien,MN,Sales Representative,339751,6,356,50,2,145565,4.0,true
Daisey,McArthur,TX,Financial Advisor,56406,16,832,35,2,406781,3.77,false
Minni,Stollmeier,AL,Actuary,375295,18,347,91,1,281729,2.79,true
Ree,Piet,CA,General Manager,320562,9,581,60,1,492893,3.65,false
Josephina,Mulliner,KS,Senior Sales Associate,435083,3,558,20,1,304559,3.01,false
Gibby,Somersett,WA,Media Manager IV,358058,14,598,22,1,127006,2.97,true
Dex,Hitchens,IN,Engineer IV,515886,6,399,93,1,428630,3.98,true
Dayna,Strood,TX,Research Associate,270097,2,707,30,1,365396,2.54,false
Tyrone,Findlow,AZ,Business Systems Development Analyst,265810,22,315,84,1,301804,2.97,true
Kaiser,Burles,NY,Dental Hygienist,282189,13,489,48,1,474313,2.62,false
Vitoria,Lantuffe,MN,Engineer I,521197,11,702,30,2,163781,2.58,false
Jethro,Webber,MN,Marketing Assistant,52833,18,380,42,1,365199,2.74,false
Sheilah,Toffel,MA,Actuary,152418,11,604,49,2,233110,3.67,true
Joey,Easter,LA,Account Coordinator,541480,14,603,37,2,392814,2.84,true
Dreddy,Leatherland,DC,Recruiting Manager,432502,4,782,81,2,346072,3.91,false
Erena,Richardsson,TX,Graphic Designer,271277,10,468,94,2,474735,3.9,true
Ashton,Darnbrook,NY,Programmer Analyst III,542944,22,579,77,2,404097,3.87,true
Juliann,Hek,DC,VP Marketing,489214,9,419,78,2,334599,2.77,false
Cal,Rekes,DC,Software Engineer IV,25723,11,662,35,2,79466,2.96,false
Elita,Oattes,OR,Nurse Practicioner,500284,13,766,68,1,205285,3.34,false
Siouxie,Prettyjohns,TX,Senior Quality Engineer,57661,6,466,36,1,239864,3.49,false
Joel,Hackinge,OH,Accounting Assistant II,346995,9,792,69,1,248250,3.02,true
Jobye,Boulsher,KS,Senior Editor,423543,15,841,26,2,312648,3.0,true
Sergio,Gall,TX,Assistant Media Planner,86798,3,737,21,2,335836,3.47,true
Shepperd,De Domenici,OK,Software Test Engineer III,117282,19,701,58,2,361084,3.02,false
Gerianne,Crilley,CA,Teacher,230293,4,740,79,1,496691,3.82,true
Joe,Maywood,VA,Technical Writer,555501,16,419,70,1,334572,3.97,false
Herrick,Boarder,AZ,Operator,354191,2,521,88,1,70710,2.94,true
Freddy,Roseveare,OR,Design Engineer,273951,9,339,46,1,140780,2.64,false
Nikkie,Diboll,FL,Systems Administrator I,243897,13,333,89,2,125859,3.16,true
Stanfield,Hendonson,TX,Executive Secretary,174173,15,760,52,2,491587,3.68,true
Louisette,Guage,CT,Office Assistant II,590814,25,567,59,1,497494,3.39,false
Dorita,Scholte,IL,Research Associate,370235,3,367,29,2,234568,3.68,true
Sherman,Kulicke,CO,Software Consultant,106404,17,439,58,1,224002,3.74,true
Anjela,Lisciardelli,PA,Registered Nurse,34814,10,538,89,2,106965,3.8,false
Cassandre,Brenston,AK,Software Test Engineer II,55945,11,810,27,1,259967,3.91,false
Rosamund,Boast,NY,Sales Associate,421973,24,447,22,1,67529,3.02,true
Merrick,Goggan,IN,Clinical Specialist,306307,11,388,41,1,327463,3.46,true
Jerrylee,McChruiter,PA,Health Coach II,311297,7,693,69,2,73801,3.56,false
Budd,Ferier,CA,Civil Engineer,142909,21,542,44,1,76632,3.44,false
Bert,Maddock,NC,Junior Executive,265600,17,398,37,2,250491,2.79,false
Alfy,Berriman,AZ,Web Designer III,517177,3,578,81,2,373161,3.45,false
Dulciana,Shaul,CA,Research Nurse,96823,18,673,98,1,324413,3.73,true
Ferguson,Humble,OR,Business Systems Development Analyst,131120,2,419,81,1,473645,2.57,false
Ignace,McCaughey,CA,Senior Quality Engineer,68500,17,762,53,1,237760,3.96,false
Melvyn,Cressy,TX,Clinical Specialist,319205,12,486,63,1,358035,3.35,true
Seka,Acomb,DC,VP Marketing,491178,7,652,76,1,343426,3.45,false
Gabby,Dumphries,CA,Dental Hygienist,404963,12,710,55,1,358042,3.57,false
Roma,Sherington,CA,VP Sales,62062,13,456,93,2,465067,3.19,true
Vivian,Imlaw,KS,General Manager,270193,16,844,80,1,415198,3.5,false
Marie-jeanne,Bonsey,IN,Human Resources Manager,539298,9,834,69,2,453832,2.7,false
Fair,Shadwick,NY,Accountant I,506024,6,785,69,1,53592,3.77,false
Torrin,Quogan,IA,Payment Adjustment Coordinator,88134,3,849,60,1,96314,2.59,true
Kendrick,Baudts,CA,Programmer Analyst IV,374817,11,695,80,2,429463,3.4,true
Margot,Isgate,VA,Staff Accountant IV,438653,11,333,19,1,307936,2.9,false
Haskell,Goshawke,TX,Operator,284578,24,534,43,2,286221,2.67,false
Arlin,Joyson,DC,Programmer Analyst III,280430,1,541,75,1,384232,3.41,false
Shawna,Emmot,NY,Software Test Engineer III,260481,14,688,88,2,487641,2.74,true
Abbye,Olenchikov,AZ,Business Systems Development Analyst,147154,12,813,99,2,66561,2.77,true
Elisa,Minkin,MI,Associate Professor,44053,16,525,37,2,476490,3.49,false
Farly,Diment,TX,Human Resources Manager,78360,1,795,61,2,118542,3.49,true
Herculie,Maundrell,IL,Recruiter,559406,16,524,76,2,158189,3.92,false
Koren,Petch,GA,Account Executive,22489,3,740,35,1,497650,2.89,true
Stefanie,Rummery,AZ,Nurse Practicioner,478071,2,473,95,1,67423,3.24,false
Alina,Cawsby,AR,VP Sales,37224,20,710,30,1,224832,3.03,false
Sydney,Howell,TX,Help Desk Technician,342458,16,541,35,1,226167,3.8,false
Coretta,Fry,TX,Geologist IV,211194,13,397,54,2,241329,3.92,false
Odella,Rippon,CO,Engineer III,435289,7,594,82,1,231973,3.0,true
Prudy,Diver,VA,Staff Accountant III,443072,5,423,73,2,335447,2.81,false
Noak,Waldren,CA,Safety Technician I,516743,10,573,65,1,356658,3.78,false
Leontyne,O'Hannen,NY,Assistant Media Planner,474634,16,536,82,2,257464,2.76,false
Ardelis,Wormleighton,IL,Director of Sales,160842,11,354,84,2,222987,2.81,false
Dorelle,Cattach,WA,Clinical Specialist,575774,22,721,62,2,405960,2.79,false
Nathalia,Petrishchev,CO,Quality Control Specialist,81504,22,587,21,2,490156,3.65,true
Joana,Kristoffersen,OH,VP Quality Control,60309,23,375,29,2,394604,3.14,false
Bret,Petrescu,TX,Desktop Support Technician,287976,19,777,18,2,219623,3.31,true
Ailee,Fransemai,CT,Marketing Assistant,228618,25,590,47,1,335844,2.87,false
Vance,Benditt,CA,VP Quality Control,364986,25,743,68,2,88553,2.83,false
Ranique,Cansfield,TX,Senior Financial Analyst,242400,3,388,42,1,374510,3.25,false
Cherilyn,Hallgalley,VA,Account Executive,63541,1,514,64,2,211177,3.78,true
Crin,Canby,OH,Software Consultant,248097,21,802,79,2,493946,2.74,true
Emelita,Matyashev,CA,Food Chemist,298933,10,647,93,2,403705,3.47,false
Bianca,Beatey,NM,Speech Pathologist,417849,21,731,18,1,170680,3.5,false
Karrah,Slyvester,NY,Research Assistant III,563930,12,833,90,1,85072,3.77,false
Ximenez,Blodgetts,KS,Community Outreach Specialist,310955,2,821,51,2,138618,3.38,false
Leland,Hundell,OR,Associate Professor,472369,15,755,97,2,294694,2.86,false
Mollie,Chamney,WA,Legal Assistant,29442,13,824,74,2,404452,2.73,false
Olav,Plank,TX,Analog Circuit Design manager,342862,13,594,97,2,343263,2.59,false
Pauline,Brettelle,MT,Chief Design Engineer,579656,17,479,33,1,469619,2.79,false
Waneta,Johnstone,IN,Account Coordinator,84673,15,618,33,2,60241,3.12,false
L;urette,Goldfinch,OR,Human Resources Manager,290274,19,782,60,2,399409,3.11,false
Mycah,Mildner,NY,Data Coordiator,440398,10,699,53,1,173165,2.74,true
Marshall,Tyrie,CA,Assistant Professor,444109,2,755,87,1,127427,2.84,true
Lelia,Salzburg,IN,Analog Circuit Design manager,263388,22,807,98,2,494183,3.55,false
Luke,Presidey,DC,Accounting Assistant I,205894,6,584,43,1,359662,2.53,true
Ev,Marco,NY,Sales Associate,162922,15,636,90,1,253202,3.84,false
Coreen,Glantz,FL,Senior Quality Engineer,529266,20,472,28,1,277768,2.56,true
Adele,Few,UT,Administrative Officer,529236,2,728,76,2,71136,3.2,false
Lazare,Pirkis,NY,Senior Quality Engineer,81354,2,342,45,1,316044,2.57,false
Saunderson,Sawle,NE,Cost Accountant,91489,21,471,28,1,225976,3.18,false
Ernie,Willmore,PA,VP Accounting,445969,19,503,67,1,74370,3.78,false
Mitch,Twaite,CO,Geological Engineer,119633,18,588,81,2,313274,3.59,true
Elnora,Gabbitis,OH,Financial Advisor,287196,9,638,94,1,388660,2.89,false
Nada,Morphet,CA,Accountant IV,295865,7,752,96,1,297419,3.45,true
Ancell,Hymers,WA,Physical Therapy Assistant,589785,3,838,19,1,422152,3.81,true
Emery,Acutt,WV,Help Desk Operator,136807,20,752,98,2,87929,2.94,true
Ethel,Lagne,CA,Director of Sales,403751,4,394,84,1,143276,2.62,true
Laural,Shann,MI,Account Representative II,102119,24,639,30,1,457302,3.8,false
Tobit,Sweetlove,MA,Statistician IV,331872,2,308,85,2,59204,3.32,false
Marjy,Staves,CA,Programmer Analyst III,34083,12,747,43,1,302704,3.04,true
Loni,Rathjen,LA,Structural Engineer,328428,5,670,44,1,198864,3.41,false
Hebert,Rigard,PA,Quality Control Specialist,343638,24,620,100,2,262648,3.12,false
Estele,Horrod,NY,Help Desk Technician,558213,20,406,58,2,435263,3.2,true
Olia,Stranahan,WA,Help Desk Operator,223481,11,704,93,2,411618,2.51,true
Reggie,Berthelet,IL,Human Resources Manager,440197,9,328,44,1,74618,3.26,true
Iolanthe,Shovelin,GA,GIS Technical Architect,181767,19,406,94,2,406485,2.64,false
Hayley,Esslemont,MI,Design Engineer,111344,22,779,75,2,146347,3.4,false
Esmaria,Durbin,MT,Recruiting Manager,35279,10,656,49,1,117229,2.72,true
Harwell,Boykett,NY,Nurse Practicioner,413206,13,346,91,2,142428,3.92,true
Barbey,Wadhams,TX,Paralegal,411266,8,531,98,2,287339,2.73,false
Hyman,Stieger,CA,Geological Engineer,120786,8,344,42,1,169475,2.69,false
Bartolomeo,Egdale,NE,Compensation Analyst,407853,8,376,86,1,101271,3.84,false
Rudyard,Bentame,KS,Graphic Designer,594742,1,336,64,1,494665,3.53,false
Marnia,Plumstead,NY,Structural Engineer,367659,9,501,39,2,301181,2.86,false
Sauveur,Sweatman,TN,Help Desk Technician,151548,23,715,49,1,200635,3.83,false
Jessie,Bavester,CA,Geologist IV,483677,23,448,32,2,453796,2.85,true
Darelle,Swinfen,NE,Help Desk Operator,520784,5,348,96,2,98198,3.96,true
Ramon,Lipp,NY,Financial Analyst,193204,11,507,98,2,127167,2.89,false
Clay,Pentin,KY,Mechanical Systems Engineer,118701,3,530,55,1,113448,3.23,true
Blinnie,Cranna,WI,Safety Technician III,164925,25,427,61,1,291359,2.91,true
Sterling,Midson,FL,Account Coordinator,61948,14,837,92,1,188195,3.75,true
Amabel,Petr,AR,Professor,337977,2,519,47,2,481299,3.67,true
Chanda,Tuckwell,TN,Sales Representative,423893,14,326,29,1,127080,3.19,true
April,Dahlen,IN,Pharmacist,384998,17,367,47,1,429155,3.62,true
Dayna,Strutton,MD,Senior Sales Associate,300490,8,757,19,2,393131,3.14,false
Rois,Kacheler,TX,Pharmacist,517984,10,362,25,1,232041,2.83,true
Lurline,Biasi,IL,Recruiter,156608,7,669,41,1,83810,3.71,true
Bridie,Keig,IN,Project Manager,326609,14,643,21,2,322972,4.0,false
Lyndsey,Mc Cahey,NY,Safety Technician II,322796,17,730,71,2,106611,3.41,true
Delcina,Everix,IN,Recruiting Manager,372735,6,496,95,1,261155,3.14,false
Nani,Laneham,DE,Administrative Officer,249211,8,699,61,2,329048,2.86,true
Marika,Vallens,HI,Compensation Analyst,328921,14,315,25,1,130454,3.59,false
Hildy,Brightey,MS,Recruiter,586044,16,405,47,1,444991,3.85,false
Seline,Barock,CO,Assistant Manager,194053,20,483,20,2,427534,2.53,false
Averell,Newvill,IA,Web Developer II,163928,2,398,63,2,296290,3.7,true
Allyce,Cashman,DE,Nurse Practicioner,338582,14,525,55,1,344768,2.55,true
Jesus,Wittey,VA,Assistant Manager,590261,21,312,19,2,249927,3.37,false
Philis,Billingsley,TX,Senior Cost Accountant,494021,18,689,41,1,54884,3.87,true
Darcie,Morewood,TX,Account Coordinator,175553,15,783,36,2,101294,3.56,true
Fair,Banbrigge,IN,Analog Circuit Design manager,569343,6,548,21,2,467748,2.83,true
Efren,Roswarn,NC,Administrative Assistant I,584399,12,607,55,2,386300,2.93,true
Jemmie,Aldwich,CA,Research Nurse,405813,11,345,72,2,315518,2.52,true
Olia,Bootman,CA,Geological Engineer,27088,13,660,39,1,452424,2.81,false
Keelia,Matzkaitis,OH,Marketing Assistant,312433,8,797,27,1,101146,3.16,false
Vivia,Heaseman,TX,Geologist IV,593944,4,321,80,2,174695,2.89,false
Madella,Mirfin,KY,Account Representative II,194758,1,816,54,2,129377,3.14,false
Ruth,Deeson,LA,Teacher,339648,9,670,33,1,277163,3.68,false
Kayley,Iddens,TX,Staff Accountant I,28043,19,778,68,1,451676,3.26,true
Ranee,Parramore,CT,Biostatistician III,119299,23,694,53,2,264064,2.83,true
Opaline,Poultney,TX,Senior Cost Accountant,62975,24,669,97,1,127458,3.96,true
Walton,Fusedale,OH,Help Desk Operator,522163,10,578,84,2,279827,2.57,false
Charleen,Tomasi,DC,Paralegal,553769,21,706,48,2,281069,3.06,false
Adan,Vallance,CT,Account Executive,577055,10,652,97,1,157494,2.88,false
Mirella,Jereatt,TN,Research Nurse,588997,24,323,59,1,452620,2.68,false
Adriano,Bracegirdle,NC,Web Developer II,33890,2,358,93,2,113286,3.46,false
Giorgio,Beadel,FL,Administrative Officer,40739,22,537,59,2,89091,2.7,false
Saundra,Haydney,CA,Media Manager II,70146,7,818,61,2,253874,2.62,false
Candace,Pinson,KY,Design Engineer,257083,7,681,18,1,256177,2.83,false
Karel,Pilmoor,IL,Mechanical Systems Engineer,576563,21,519,65,2,408350,3.62,true
Perren,Yashunin,GA,Programmer II,443280,23,581,52,1,352583,3.38,false
Tabatha,Furmston,CT,Technical Writer,538597,1,819,64,1,149596,3.1,false
Tillie,Gladding,LA,Account Coordinator,558692,25,327,41,2,250784,3.1,true
Franciska,Alesi,NV,Office Assistant II,249474,4,821,32,2,433641,2.77,true
Maxie,Kirwin,FL,Occupational Therapist,42484,4,358,83,1,495443,3.72,true
Conn,Vanichkov,TX,Staff Accountant IV,547007,15,313,37,1,304809,3.72,true
Gerhardine,MacGruer,TX,VP Sales,129111,10,770,19,1,180784,3.89,true
Iggy,Hurburt,IN,Social Worker,413769,11,777,75,1,104893,3.86,true
Dacey,McDirmid,GA,Physical Therapy Assistant,266384,5,650,55,1,380074,2.67,true
Allin,Fearon,NC,Account Representative IV,182620,16,742,59,2,467241,3.98,false
Evey,Durnford,NC,Junior Executive,379516,5,444,72,2,376213,3.14,false
Alethea,O'Dulchonta,CA,Financial Advisor,351971,12,757,63,2,239512,3.57,false
Adan,Gosden,NM,Chief Design Engineer,301578,1,839,77,1,263756,3.64,true
Cristine,Watchorn,CT,Accounting Assistant IV,70605,18,384,58,2,100172,2.89,false
Arney,Steagall,WV,Analog Circuit Design manager,553429,16,366,31,1,172662,3.15,true
Celene,Ridwood,PA,Senior Sales Associate,226550,24,597,40,2,440641,3.42,false
Ania,Richten,WY,Chief Design Engineer,468378,22,476,90,1,63130,3.67,false
Suzie,Edlyne,CA,General Manager,588374,5,329,32,2,478988,3.11,true
Reba,Pimm,CA,Junior Executive,562679,8,667,44,1,278662,3.12,true
Phyllys,Gheorghe,AL,Systems Administrator II,327911,12,648,31,1,62691,3.62,false
Rosie,Shutle,VA,Assistant Manager,531794,16,829,76,2,190643,3.86,true
Land,Molfino,MO,Senior Developer,481984,7,737,65,2,395608,3.66,true
Abigail,Vinten,MI,Director of Sales,119689,4,436,52,2,423163,3.65,true
Davidson,Stefanovic,MI,Professor,47167,11,821,45,2,121195,3.07,false
Faunie,Redpath,TX,Financial Advisor,467566,15,399,39,1,133761,3.38,false
Peirce,Le Pine,FL,Quality Control Specialist,214105,16,759,78,1,423815,3.54,false
Louis,Shovelin,WI,Senior Cost Accountant,54961,8,679,40,2,431287,2.86,true
Aryn,Krolik,NH,Project Manager,463391,1,334,31,2,117801,3.06,true
Barbee,Alison,CA,Research Associate,412803,2,379,98,1,414877,2.63,true
Loraine,Gover,FL,General Manager,450736,19,461,25,2,409080,2.7,false
Grady,Yeardley,CA,GIS Technical Architect,497180,3,322,40,1,207219,2.69,false
Barret,Clayworth,AZ,Librarian,526876,9,657,24,1,179848,3.94,false
Jon,Kleinhaut,MO,Recruiting Manager,51250,6,323,40,1,485461,3.57,true
Ula,Haseley,MN,Desktop Support Technician,500574,14,690,39,1,450225,3.38,true
Malorie,Neligan,MN,General Manager,64453,10,539,35,1,321960,3.63,true
Phillipe,Matson,MI,Information Systems Manager,587310,20,487,48,2,377654,3.37,true
Sylvester,Stradling,MN,Account Coordinator,77990,15,339,26,2,461224,3.56,false
Batsheva,Swanwick,MI,Clinical Specialist,261729,6,416,62,2,113966,2.96,true
Mitzi,Blazdell,VA,Help Desk Operator,443604,15,719,61,2,92507,3.53,false
Ede,Heindrich,LA,Senior Editor,476842,11,564,29,2,252617,3.72,true
Caritta,Gauler,NC,VP Accounting,438772,2,374,20,2,67479,2.8,true
Gale,Tett,DC,Senior Financial Analyst,584736,7,559,24,1,163053,2.57,true
Cyndi,Corbet,TX,Social Worker,531464,20,328,31,1,238223,2.63,false
Guthrey,Mossdale,CA,Help Desk Technician,195123,12,657,71,2,229183,3.71,false
Ingelbert,Lewsey,MI,Executive Secretary,460132,7,740,72,2,62730,2.73,true
Roze,Feaveer,AZ,Senior Developer,371594,14,793,49,1,171459,3.47,true
Lynette,Pancoast,NY,VP Product Management,362937,2,694,75,2,277881,2.61,false
Gaultiero,Beenham,NY,Analog Circuit Design manager,442093,12,681,34,2,378768,2.58,false
Shannah,Bilbery,CT,Tax Accountant,105503,14,561,56,2,120021,3.67,true
Rickey,Wickling,OH,Business Systems Development Analyst,57947,25,589,47,2,223196,3.65,false
Marco,Stranks,MA,Payment Adjustment Coordinator,385494,19,845,77,2,110209,3.59,true
Daria,Sheehan,FL,Occupational Therapist,310035,18,307,89,2,229943,2.91,true
Lorene,Blethin,CO,Engineer I,26909,17,423,100,2,235434,2.95,true
Branden,McLardie,VA,Help Desk Operator,119510,23,392,44,2,334819,3.7,true
Terrijo,Aspel,IN,Administrative Assistant II,125151,18,366,52,2,222764,2.55,true
Jacinthe,Radloff,TX,Legal Assistant,254220,11,581,22,1,109702,3.93,false
Ayn,MacLleese,MO,Quality Engineer,164574,11,803,48,2,456134,3.7,true
Zarla,Beaze,NY,Design Engineer,71157,8,771,47,1,443829,3.23,false
Katinka,Brundell,OK,Health Coach II,328073,15,762,68,1,234214,2.71,true
Odella,Austins,CA,Editor,456567,13,746,96,2,50144,3.71,true
Drucy,Meeks,MD,Information Systems Manager,487426,6,827,56,1,325535,2.98,true
Isak,Ericsson,CA,Media Manager III,423723,24,664,40,2,123409,3.27,true
Mady,Wilding,NY,Web Designer I,184978,13,423,46,1,321269,3.25,true
Legra,Kliche,VA,Budget/Accounting Analyst II,572693,18,596,95,1,231627,3.09,true
Alexandre,Alvarado,NC,Staff Accountant IV,289226,8,499,25,2,414033,3.41,false
Theodore,Bolitho,DC,Sales Associate,236352,25,335,57,1,240826,3.17,true
Renault,Fitzsimmons,GA,Software Test Engineer IV,260283,20,715,98,1,403870,3.45,false
Paquito,Benasik,LA,Budget/Accounting Analyst II,308405,13,669,94,2,266878,3.63,false
Ardith,Geraud,WA,Graphic Designer,210648,3,576,81,1,176013,3.66,true
Dominga,Burnhill,ID,Programmer Analyst II,550251,25,489,36,2,276523,3.79,true
Harriot,Dignam,SC,Mechanical Systems Engineer,80349,21,329,26,1,197507,3.94,true
Babbette,Dougher,VA,Professor,303862,23,337,42,2,148707,3.26,false
Barr,Carty,WA,Pharmacist,575484,13,508,100,2,52439,3.87,true
Aleksandr,De Robertis,KY,Assistant Media Planner,491081,17,472,35,1,207065,2.87,false
Delano,Leif,IN,Speech Pathologist,391982,11,406,54,2,274856,3.49,false
Nicky,Riccioppo,PA,Quality Engineer,454171,4,402,36,2,262027,3.66,false
Cassie,Awdry,AZ,Dental Hygienist,581166,6,837,72,2,427461,2.98,true
Duncan,Larking,TX,Human Resources Assistant III,135676,25,470,49,2,301251,3.43,false
Gustie,Courtier,AZ,Recruiting Manager,400502,14,819,78,1,128328,3.27,true
Flora,Dibbe,AZ,Operator,185760,20,737,37,2,279529,3.08,true
Gayla,Dudley,TX,Physical Therapy Assistant,152738,8,713,50,2,277037,3.78,true
Shaine,Preddle,NY,Administrative Assistant II,242303,12,547,86,2,114035,3.65,true
